id	source	chart_type	title	narrative_intent	color_palette	bg	shape	highlight	annotation	composition	typography	reading_path	keywords
394	OECD Employment Outlook	标注散点图（Annotated Scatter）	OECD —《工作时间与生产率的负相关散点》	x 轴=年均工作小时，y 轴=每小时 GDP——工作时间越长的国家，每小时产出反而越低			OECD 平均用红色十字标注，效率最高国家（爱尔兰、卢森堡）用橙色描边	所有国家标注缩写，趋势线叠加，标注 Pearson r = -0.65	标准散点，叠加线性趋势线	Sans-serif（Calibri），国名缩写 8px，标题 18px	第一眼→负相关趋势线 → 第二眼→右下角（长工时低产出）和左上角（短工时高产出） → 最终理解→"更努力"不等于"更高效"	标注散点图（Annotated,OECD Emplo
395	中国统计年鉴工业篇	多指标索引折线图（Indexed Multi-line Chart）	中国国家统计局 —《主要工业产品产量的多指标折线图》	将钢、水泥、汽车、手机产量全部标准化到 2000=100，看 20 年间谁增长最快——手机指数爆炸式增长远超其他			手机线用蓝色且最粗，其他三条线等粗，手机线末端标注指数值	右侧标注产品名和最终指数，底部标注关键事件（加入WTO、4G/5G）	标准折线图，所有线从 100 出发，y 轴用对数刻度	Sans-serif（思源黑体），产品名 11px，标题 18px	第一眼→蓝色线（手机）的垂直起飞 → 第二眼→其他三条线的平缓增长 → 最终理解→信息技术产业的增长是传统工业的数十倍	多指标索引折线图（Indexe,中国统计年鉴工业篇
396	Observable / D3 Gallery（Mike Bostock 原始范例演化）	力导向图（Force-directed Graph）	Observable/D3 —《力导向网络：全球贸易关系图》	每个节点=一个国家，连线=双边贸易额，节点大小=GDP，颜色=洲——贸易网络不是均匀的，而是围绕几个超级枢纽聚集			超级枢纽（美/中/德）用更大的圆和更亮的描边，连接线用白色半透明	GDP 前 20 国家标注国名，其余悬停展示	力导向布局，节点自由定位，无固定坐标轴	Sans-serif（Source Sans Pro），国名 10px，标题 22px	第一眼→三个最大节点（美中德）和密集的连线簇 → 第二眼→非洲节点少且小，连线稀疏 → 最终理解→全球贸易的"核心-边缘"结构	力导向图（Force-dire,Observable
397	D3 Calendar View / GitHub Contribution Graph	日历热力图（Calendar Heatmap）	D3 Gallery —《日历热力图：GitHub 贡献活动》	以一年 365 天为网格，每天一个色块，颜色深度=活动量——展示"工作习惯"的节奏和持续性			有活动的天用绿色深浅，无活动用 #161B22 暗格，连续活跃段自然形成"绿带"	顶部标注月份，左侧标注星期几，悬停显示具体日期和次数	53 列 x 7 行的网格，每格=一天，按周排列	Sans-serif（-apple-system），月份 10px，星期 9px	第一眼→绿色密集带（高产期）和暗色空窗期 → 第二眼→周末列（周六日）是否也有绿色 → 最终理解→个人工作节奏的全年画像	日历热力图（Calendar ,D3 Calenda
398	R ggplot2 社区 / geom_violin 典型应用	小提琴图（Violin Plot）	R ggplot2 —《四城市 PM2.5 分布的小提琴图》	展示四个城市一年内 PM2.5 日均值的分布形态——北京双峰分布（冬高夏低），上海偏态，洛杉矶窄而低			每个城市一个小提琴，内部叠加箱线图（中位数+四分位），ggplot2 默认灰色主题	底部标注城市名，左侧标注 PM2.5 刻度，中位数用白色圆点标注	并列小提琴，共享 y 轴，标准 ggplot2 分面风格	Sans-serif（Helvetica/Arial），城市名 12px，标题 16px	第一眼→北京小提琴最胖且最高 → 第二眼→内部箱线图的中位数位置 → 最终理解→分布形态（双峰/偏态/窄峰）比均值更能描述空气质量	小提琴图（Violin Plo,R ggplot2 
399	matplotlib/seaborn 科研论文典型图	分面柱状图（Faceted Bar Chart）	Python matplotlib —《机器学习模型精度对比的分面柱状图》	在 4 个数据集上对比 5 个模型的精度——每个分面一个数据集，柱高=精度，制造"谁在哪个场景最强"的交叉对比			每个模型一种 matplotlib 默认色，最佳模型柱加粗描边	柱顶标注精度值（小数点后两位），底部标注模型名缩写，每个分面标注数据集名	1x4 水平分面，每个分面 5 根并排柱	Sans-serif（DejaVu Sans），模型名 9px，数据集名 12px	第一眼→哪个分面整体柱最高（最容易的数据集） → 第二眼→每个分面内最高的柱（最佳模型） → 最终理解→没有万能模型，场景决定选择	分面柱状图（Faceted B,matplotlib
400	Tableau Public / World Happiness Report 可视化	动态条形图赛跑（Bar Chart Race）	Tableau Public —《全球幸福感排名的动态条形图赛跑》	以动画形式展示 2005-2025 年全球幸福指数排名的变化——芬兰从无名到连续霸榜，某些国家大起大落			每个国家一种固定颜色，排名变化时条形滑动+数值更新，前 10 名显示	条形末端标注国名和分数，顶部标注年份和全球平均	水平条形图排名，动态更新排名和长度	Sans-serif（Tableau 品牌字体），国名 12px，年份大号显示 48px	第一眼→当前年份的排名 → 第二眼→条形滑动时的上升/下降轨迹 → 最终理解→长期趋势（北欧持续霸榜）vs 短期波动（战乱国暴跌）	动态条形图赛跑（Bar Cha,Tableau Pu
401	Observable / D3 Chord Diagram 示例	弦图（Chord Diagram）	Observable/D3 —《美国选举结果的弦图》	展示选民从上届到本届的"投票转移"——多少共和党支持者转向民主党，多少民主党支持者转向共和党，多少保持不变			民主党段蓝色，共和党段红色，转移弦用双色渐变（从源色到目标色）	外圈标注党派名和选民数，关键转移弦标注百分比	标准弦图，外弧=党派，弦=投票转移流量	Sans-serif（Source Sans Pro），党派名 12px，标题 20px	第一眼→最粗的弦（忠实选民，同色） → 第二眼→双色渐变弦（倒戈选民） → 最终理解→选举结果由少数摇摆选民决定	弦图（Chord Diagra,Observable
402	R ggplot2 / GGally::ggpairs 经典示例	散点矩阵（Scatterplot Matrix / SPLOM）	R ggplot2 —《鸢尾花数据的分面散点矩阵》	展示鸢尾花四个测量维度之间的所有两两关系——对角线=分布直方图，下三角=散点，上三角=相关系数			三种鸢尾花用三种颜色，每种散点带透明度避免过覆盖	对角线标注变量名，上三角标注 Pearson r 值	4x4 对称矩阵，对角线=密度图，下三角=散点，上三角=相关系数	Sans-serif（Helvetica），变量名 10px，相关系数 9px	第一眼→对角线的分布差异 → 第二眼→散点图中分离最开的变量对 → 最终理解→花瓣长度和宽度是最强的分类特征	散点矩阵（Scatterplo,R ggplot2 
403	Processing 社区 / Creative Coding 作品	粒子可视化（Particle Visualization）	Processing 社区 —《声音频谱的实时粒子可视化》	将实时声音频谱数据映射为粒子系统——低频产生大粒子慢运动，高频产生小粒子快运动，音量控制粒子数量			低频粒子用暖色（红/橙），高频粒子用冷色（青/蓝），音量峰值时所有粒子加速	底部标注频率范围，左下角标注当前分贝值	全屏粒子画布，中心扩散，频谱数据驱动粒子行为	Mono（Fira Code），频率标注 10px，数值 14px	第一眼→粒子运动的整体节奏（与音乐同步） → 第二眼→冷暖色粒子的分布（频段） → 最终理解→粒子行为 = 声音参数的可视映射	粒子可视化（Particle ,Processing
404	seaborn / Palmer Penguins 数据集	分面核密度估计图（Faceted KDE）	Python seaborn —《企鹅数据的分面核密度图》	三种企鹅的体重和翅膀长度分布——同一张图内不仅看得到物种差异，还看得到同一物种内的性别双态			每个物种一种颜色，每个分面叠加雄/雌两条密度曲线（实线/虚线）	分面标题=物种名，右上角图例标注性别，x 轴标注单位	1x3 水平分面，每个分面双密度曲线	Sans-serif（DejaVu Sans），物种名 12px，标题 16px	第一眼→三个分面曲线的位置和宽度差异 → 第二眼→同一分面内的双峰（性别差异） → 最终理解→物种差异 > 性别差异，但性别差异在所有物种中一致存在	分面核密度估计图（Facete,seaborn / 
405	Tableau Public / 商业智能典型案例	瀑布图+KPI 卡片组合（Waterfall + KPI Cards）	Tableau Public —《销售漏斗的瀑布图仪表盘》	从毛收入到净收入的每一步损耗——退货、折扣、税费、运费——哪一步吃掉了最多利润			正向项蓝色，负向项红色，总计柱加粗，关键损耗步骤用红色 KPI 卡片	每根柱标注金额和占毛收入百分比，底部标注步骤名	横向瀑布图为主图，下方 3 个 KPI 卡片（毛利率/净利率/最大损耗项）	Sans-serif（Tableau 品牌字体），金额 12px 加粗，标题 20px	第一眼→瀑布图起点到终点的差距 → 第二眼→最粗的红色柱（最大损耗） → 最终理解→底部 KPI 卡片的净利率数字	瀑布图+KPI 卡片组合（Wa,Tableau Pu
406	Observable / D3 Geographic Projections	弧形流向地图（Arc Flow Map）	Observable/D3 —《全球移民流动的弧形地图》	展示 2010-2020 十年间全球主要移民流动——每条弧线=一个方向的人口流动，弧高=距离，粗细=人数			流出>100万人的弧线用橙色加粗，<10万的用浅蓝色细线	前 10 大流动对标注国家名和人数，其余交互展示	深色世界地图底图，弧线从来源国弯向目的国	Sans-serif（Source Sans Pro），国家名 9px，标题 20px	第一眼→最粗的橙色弧线（叙利亚→欧洲） → 第二眼→弧线的方向性（南→北为主） → 最终理解→全球移民的主要方向是从发展中国家到发达国家	弧形流向地图（Arc Flow,Observable
407	R stats::decompose / ggplot2 典型输出	时间序列分解图（Seasonal Decomposition）	R ggplot2 —《时间序列分解的经典四面板图》	将一条时间序列拆成趋势+季节+残差三部分——原始数据的"波动"中，多少是趋势、多少是季节、多少是噪音			原始数据用深灰实线，趋势分量用蓝色粗线，季节分量用红色细线，残差用浅灰点	每个面板标题标注分量名（原始/趋势/季节/残差），共享 x 轴时间刻度	4 面板纵向堆叠，共享 x 轴，面板间紧贴	Sans-serif（Helvetica），分量名 12px，时间刻度 9px	第一眼→原始数据的波动 → 第二眼→趋势面板的平滑走向 → 第三眼→季节面板的规律波形 → 最终理解→原始波动=趋势+季节+随机，各有来源	时间序列分解图（Seasona,R stats::d
408	matplotlib / sklearn.metrics 典型输出	混淆矩阵热力图（Confusion Matrix Heatmap）	Python matplotlib —《分类模型的混淆矩阵热力图》	展示分类模型在各类别上的混淆情况——对角线=正确分类，非对角线=误分类，找出模型最容易混淆的类别对			对角线格（正确预测）自动颜色最深，非对角线最大值用红色描边	每格标注数量和百分比，行标注真实类别，列标注预测类别	方阵网格，行=真实，列=预测	Mono（Consolas/Fira Code），数值 11px，类别名 10px	第一眼→对角线的深蓝色带 → 第二眼→非对角线中颜色最深的格子（最易混淆的类别对） → 最终理解→模型的整体精度和系统性弱点	混淆矩阵热力图（Confusi,matplotlib
409	Processing / OpenStreetMap 骑行数据可视化	轨迹热力叠加（Trajectory Heatmap Overlay）	Processing 社区 —《城市骑行轨迹的热力叠加》	将数千条城市骑行 GPS 轨迹叠加在地图上——热门路段自然形成亮色"河流"，冷门路段隐入背景			高频路段用暖色（黄→橙），低频路段用冷色（深蓝），无轨迹区域用暗灰蓝底图	底图保留主要道路名，左下角放骑行次数色阶条	城市地图底图 + GPS 轨迹线叠加 + 透明度累积产生热力效果	Sans-serif（Roboto），道路名 8px，标题 18px	第一眼→明亮的橙色"河流"穿过城市 → 第二眼→河流的分支和汇聚点 → 最终理解→城市骑行基础设施的供需缺口（热力区 vs 自行车道分布）	轨迹热力叠加（Trajecto,Processing
